City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Lamu,KE,-2.2717,40.902,80.82,78,94,2.42,moderate rain
702,Hare Bay,CA,48.8499,-54.0148,43.95,79,100,13.67,overcast clouds
703,Marrakesh,MA,31.6315,-8.0083,44.67,76,40,2.3,scattered clouds
704,Itarema,BR,-2.9248,-39.9167,80.08,78,56,10.85,broken clouds
705,Orasac,BA,44.6289,16.0711,47.21,91,77,9.6,broken clouds
706,Pastavy,BY,55.1168,26.8326,33.01,96,100,9.06,overcast clouds
707,Puerto Morazan,NI,12.8504,-87.1717,76.21,80,92,3.0,overcast clouds
708,Sukhumi,GE,43.0033,41.0153,58.57,71,100,1.45,overcast clouds
709,Labuhan,ID,-6.8844,112.2051,81.0,72,100,6.17,light rain
710,Rafai,CF,4.95,23.9167,67.78,49,50,0.31,scattered clouds
711,Sharjah,AE,25.3573,55.4033,84.18,80,20,9.22,few clouds
712,Baruun-Urt,MN,46.6806,113.2792,19.47,81,79,10.13,broken clouds
713,Murgab,TM,37.4966,61.9714,40.87,70,0,4.61,clear sky
714,San Antonio Palopo,GT,14.7,-91.1167,57.38,94,83,5.61,broken clouds
715,Usevya,TZ,-7.1,31.2333,72.59,75,58,7.58,broken clouds
716,Oranjemund,NA,-28.55,16.4333,62.62,79,95,3.38,overcast clouds
717,Kombissiri,BF,12.0656,-1.3375,67.98,20,24,7.27,few clouds
718,Santa Cruz,BO,-17.8,-63.1667,74.66,88,75,10.36,broken clouds
